library,api,approach,type_of_doc,important_part,target_test,unique_coverage,explanation,category,impact
xgb,xgboost.dask.DaskXGBRegressor.get_params,api_rag_issues,gh_issues,model = xgb.dask.DaskXGBClassifier(**model.get_params()),"import unittest
from dask.distributed import Client, LocalCluster
import xgboost as xgb
from xgboost.dask import DaskXGBRegressor

class TestDaskXGBRegressorGetParams(unittest.TestCase):
    @classmethod
    def setUpClass(cls):
        cls.cluster = LocalCluster(n_workers=1, threads_per_worker=2)
        cls.client = Client(cls.cluster)

    @classmethod
    def tearDownClass(cls):
        cls.client.close()
        cls.cluster.close()

    def test_get_params(self):
        regressor = DaskXGBRegressor(n_estimators=100, max_depth=3, learning_rate=0.1)
        params = regressor.get_params()
        self.assertEqual(params['n_estimators'], 100)
        self.assertEqual(params['max_depth'], 3)
        self.assertEqual(params['learning_rate'], 0.1)
        self.assertIn('objective', params)
        self.assertIn('booster', params)

    def test_set_params_and_get_params(self):
        regressor = DaskXGBRegressor()
        regressor.set_params(n_estimators=50, max_depth=5)
        params = regressor.get_params()
        self.assertEqual(params['n_estimators'], 50)
        self.assertEqual(params['max_depth'], 5)

if __name__ == '__main__':
    unittest.main()","validate_or_none = validate_or_none(
            sample_weight_eval_set, ""sample_weight_eval_set""
        )  #UNIQUE#","Conversation about converting Dask models via get_params influenced inclusion of set_params path, hitting validation helpers on import.",API usage sequences,low
xgb,xgboost.dask.DaskXGBRegressor.get_params,api_rag_sos,so_qnas,"        def get_params(self, **params):
            return self.estimator.get_params()","import unittest
from xgboost.dask import DaskXGBRegressor
from dask.distributed import Client, LocalCluster

class TestDaskXGBRegressorGetParams(unittest.TestCase):
    def setUp(self):
        self.cluster = LocalCluster(n_workers=2, threads_per_worker=1)
        self.client = Client(self.cluster)

    def tearDown(self):
        self.client.close()
        self.cluster.close()

    def test_get_params(self):
        regressor = DaskXGBRegressor(n_estimators=100, max_depth=3, learning_rate=0.1)
        params = regressor.get_params()
        self.assertEqual(params['n_estimators'], 100)
        self.assertEqual(params['max_depth'], 3)
        self.assertEqual(params['learning_rate'], 0.1)
        self.assertIn('objective', params)
        self.assertEqual(params['objective'], 'reg:squarederror')

    def test_set_and_get_params(self):
        regressor = DaskXGBRegressor()
        regressor.set_params(n_estimators=200, max_depth=5)
        params = regressor.get_params()
        self.assertEqual(params['n_estimators'], 200)
        self.assertEqual(params['max_depth'], 5)

if __name__ == '__main__':
    unittest.main()","        except AttributeError: #UNIQUE#
                iteration_range = (0, 0) #UNIQUE#","Doc showed a custom wrapper exposing get_params, nudging the test to call get_params which internally reaches _get_iteration_range and hits the AttributeError branch.",standard use case,high
xgb,xgboost.dask.DaskXGBRegressor.get_params,api_rag_sos,so_qnas,"            xgbParams = alg.get_xgb_params()
            ...
                          num_boost_round=alg.get_params()['n_estimators'],","import unittest
from xgboost.dask import DaskXGBRegressor
from dask.distributed import Client, LocalCluster

class TestDaskXGBRegressorGetParams(unittest.TestCase):
    def setUp(self):
        self.cluster = LocalCluster(n_workers=2, threads_per_worker=1)
        self.client = Client(self.cluster)

    def tearDown(self):
        self.client.close()
        self.cluster.close()

    def test_get_params(self):
        regressor = DaskXGBRegressor(n_estimators=100, max_depth=3, learning_rate=0.1)
        params = regressor.get_params()
        self.assertEqual(params['n_estimators'], 100)
        self.assertEqual(params['max_depth'], 3)
        self.assertEqual(params['learning_rate'], 0.1)
        self.assertIn('objective', params)
        self.assertEqual(params['objective'], 'reg:squarederror')

    def test_set_and_get_params(self):
        regressor = DaskXGBRegressor()
        regressor.set_params(n_estimators=200, max_depth=5)
        params = regressor.get_params()
        self.assertEqual(params['n_estimators'], 200)
        self.assertEqual(params['max_depth'], 5)

if __name__ == '__main__':
    unittest.main()","        except AttributeError: #UNIQUE#
                iteration_range = (0, 0) #UNIQUE#","Example relied on get_params to fetch ""n_estimators"", guiding the test to validate get_params behaviour, indirectly exercising the AttributeError path in _get_iteration_range.",API usage sequences,medium
xgb,xgboost.XGBRFRegressor.get_booster,api_rag_all,gh_issues,"params = dict(n_estimators=2,
              random_state=42,
              feature_selector=""shuffle"",
              booster=""gblinear"")
...
model_0 = est_0.get_booster().get_dump(dump_format=""json"")","import unittest
import numpy as np
import xgboost as xgb
from xgboost import DMatrix

class TestXGBRFRegressorGetBooster(unittest.TestCase):
    def setUp(self):
        self.X = np.random.random((10, 2))
        self.y = np.random.random(10)
        self.params = {
            'n_estimators': 2,
            'random_state': 42,
            'feature_selector': ""shuffle"",
            'booster': ""gblinear""
        }
        self.model = xgb.XGBRFRegressor(**self.params)
        self.model.fit(self.X, self.y)

    def test_get_booster_returns_booster(self):
        booster = self.model.get_booster()
        self.assertIsInstance(booster, xgb.Booster)

    def test_booster_predict(self):
        booster = self.model.get_booster()
        dmatrix = DMatrix(self.X)
        booster_preds = booster.predict(dmatrix)
        model_preds = self.model.predict(self.X)
        np.testing.assert_allclose(booster_preds, model_preds, rtol=1e-5, atol=1e-5)

    def test_booster_dump(self):
        booster = self.model.get_booster()
        model_dump = booster.get_dump(dump_format=""json"")
        self.assertIsInstance(model_dump, list)
        self.assertGreater(len(model_dump), 0)

    def test_get_booster_without_fit_raises(self):
        model = xgb.XGBRFRegressor(**self.params)
        with self.assertRaises(Exception):
            model.get_booster()

if __name__ == '__main__':
    unittest.main()","return {'allow_nan': True, 'no_validation': True} #UNIQUE#","Issue’s example included custom params and get_booster usage, motivating model instantiation that triggers _more_tags execution.",API usage sequences,high
xgb,xgboost.XGBRFRegressor.get_booster,api_rag_all,so_qnas,"booster = clf.get_booster()
...
predictions = booster.predict(DMatrix(test_X), pred_contribs=True)","import unittest
import numpy as np
import xgboost as xgb
from xgboost import DMatrix

class TestXGBRFRegressorGetBooster(unittest.TestCase):
    ...
    def test_booster_predict(self):
        booster = self.model.get_booster()
        dmatrix = DMatrix(self.X)
        booster_preds = booster.predict(dmatrix)
        model_preds = self.model.predict(self.X)
        np.testing.assert_allclose(booster_preds, model_preds, rtol=1e-5, atol=1e-5)","return {'allow_nan': True, 'no_validation': True} #UNIQUE#","Q&A showed calling booster.predict via DMatrix, so test added that path; executing fit beforehand still invokes _more_tags.",integration patterns,medium
xgb,xgboost.XGBRFRegressor.get_booster,api_rag_all,apidoc,"Signature: get_booster()
Descriptions: Get the underlying xgboost Booster of this model.","def test_get_booster_returns_booster(self):
        booster = self.model.get_booster()
        self.assertIsInstance(booster, xgb.Booster)","return {'allow_nan': True, 'no_validation': True} #UNIQUE#","API doc confirmed expected return type, leading to assertion that still necessitates model construction and thus _more_tags execution.",standard use case,low
xgb,xgboost.XGBRFRegressor.get_booster,api_rag_issues,gh_issues,"```
import numpy as np
import xgboost as xgb
...
est_0 = xgb.XGBRegressor(**params).fit(X, y)
preds_0 = est_0.predict(X)
model_0 = est_0.get_booster().get_dump(dump_format=""json"")
...
        np.testing.assert_allclose(preds_0, est_i.predict(X))
```","class TestXGBRFRegressorGetBooster(unittest.TestCase):
    def setUp(self):
        self.X = np.random.random((10, 2))
        self.y = np.random.random(10)
        self.params = {
            'n_estimators': 2,
            'random_state': 42,
            'feature_selector': ""shuffle"",
            'booster': ""gblinear""
        }
        self.model = XGBRFRegressor(**self.params).fit(self.X, self.y)

    def test_get_booster(self):
        booster = self.model.get_booster()
        self.assertIsInstance(booster, xgb.Booster)

    def test_booster_dump_format(self):
        booster = self.model.get_booster()
        dump_0 = booster.get_dump(dump_format=""json"")
        model_1 = XGBRFRegressor(**self.params).fit(self.X, self.y)
        dump_1 = model_1.get_booster().get_dump(dump_format=""json"")
        self.assertNotEqual(dump_0, dump_1)

    def test_booster_predict_consistency(self):
        preds_0 = self.model.predict(self.X)
        booster = self.model.get_booster()
        dmatrix = xgb.DMatrix(self.X)
        booster_preds = booster.predict(dmatrix)
        np.testing.assert_allclose(preds_0, booster_preds, rtol=1e-5, atol=1e-5)","def inner(preds: np.ndarray, dmatrix: DMatrix) -> Tuple[np.ndarray, np.ndarray]:
        labels = dmatrix.get_label()
        return func(labels, preds)
    return inner
...
raise ValueError(
                f""{name}'s length does not equal `eval_set`'s length, "" +
                f""expecting {n_validation}, got {len(meta)}""
            )
...
feature_names = b.feature_names
...
obj: Optional[
                Callable[[np.ndarray, DMatrix], Tuple[np.ndarray, np.ndarray]]
            ] = _objective_decorator(self.objective)
params[""objective""] = ""binary:logistic""","Sample reproducing non-determinism with get_booster directly inspired asserting dump mismatch and prediction checks, thereby executing internal helper paths flagged #UNIQUE#.",bug inducing,high
xgb,xgboost.XGBRFRegressor.get_booster,api_rag_issues,gh_issues,"```
model = xgboost.XGBRegressor(base_score=4.786924)
...
model.fit(X, y)
model.get_booster().save_model('model.bin')
```","def test_get_booster(self):
        booster = self.model.get_booster()
        self.assertIsInstance(booster, xgb.Booster)",feature_names = b.feature_names,"Shows canonical call to get_booster after fitting, prompting the test to verify returned object type, thereby touching booster extraction code path.",API usage sequences,medium
xgb,xgboost.XGBRFRegressor.get_booster,api_rag_issues,gh_issues,Can we document the function `get_booster(self)` and let the user extract the booster? I think it's easier.,"def test_booster_predict_consistency(self):
        preds_0 = self.model.predict(self.X)
        booster = self.model.get_booster()
        dmatrix = xgb.DMatrix(self.X)
        booster_preds = booster.predict(dmatrix)
        np.testing.assert_allclose(preds_0, booster_preds, rtol=1e-5, atol=1e-5)","def inner(preds: np.ndarray, dmatrix: DMatrix) -> Tuple[np.ndarray, np.ndarray]:
        labels = dmatrix.get_label()
        return func(labels, preds)","Discussion highlighting need for direct booster use led to consistency check between model.predict and booster.predict, triggering internal label/pred wrapper lines.",standard use case,low
xgb,xgboost.XGBRFRegressor.get_booster,api_rag_sos,so_qnas,"print(""Best Iteration: {}"".format(clf.get_booster().best_iteration))
...
clg.get_booster().best_ntree_limit","    def test_best_iteration(self):
        # Test if the best_iteration attribute is accessible
        booster = self.model.get_booster()
        best_iteration = booster.best_iteration
        self.assertIsInstance(best_iteration, int, ""best_iteration should be an integer"")

    def test_best_ntree_limit(self):
        # Test if the best_ntree_limit attribute is accessible
        booster = self.model.get_booster()
        best_ntree_limit = booster.best_ntree_limit
        self.assertIsInstance(best_ntree_limit, int, ""best_ntree_limit should be an integer"")","        except AttributeError: #UNIQUE#
                iteration_range = (0, 0) #UNIQUE#","SO answer shows how to access best_iteration / best_ntree_limit via get_booster; the test imitates this, triggering code path where best_iteration may be missing and the AttributeError branch is executed.",exception handling,high
